word,start,end,duration,rms_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,label
 to,1099.6,1099.86,0.26,0.11851725,0.077473958,-172.90118,115.35885,-6.1926465,4.885607,-29.708265,-1.2712281,-15.328005,-5.1531553,-22.375051,-14.007694,-3.7836494,-18.431767,-9.993277,-1
 lip,1099.86,1100.1,0.24,0.1294786,0.088195801,-241.45314,90.69051,-14.417066,10.789589,-9.36772,-2.9635706,-38.278145,-14.369174,-23.676888,-17.400423,-6.0327554,-15.291996,-1.5834463,-1
 read,1100.1,1100.26,0.16,0.0962767,0.055664063,-239.78485,101.06136,-30.95555,72.141975,-5.5457883,-19.849876,-13.958772,3.939628,-16.462572,-43.264812,2.2595468,-17.35085,-22.483454,-1
 someone,1100.26,1100.76,0.5,0.100462,0.21975708,-225.57259,76.63653,17.762749,-11.48519,-16.51234,-22.463577,-7.2691116,-1.7811542,-28.419453,-9.970917,-6.0939264,-7.48518,-14.954267,-1
 at,1100.76,1101.58,0.82,0.057508912,0.135704627,-337.1536,92.07458,-18.560955,-6.8754435,-5.571169,4.282573,-20.204832,-0.8522431,-14.045277,7.1480055,2.3885303,-16.77665,-9.647662,-1
 the,1101.58,1101.78,0.2,0.042736392,0.124860491,-271.34192,43.71459,-7.230663,36.472584,5.5453424,-22.082478,-8.897066,5.159524,-22.770094,-16.945824,-13.555041,-15.11893,-12.746353,-1
 end,1101.78,1102.1,0.32,0.121066935,0.05300071,-184.04335,80.73707,-17.9349,16.889727,-19.741695,-24.771038,-42.6525,10.677599,-26.502958,-12.608415,-1.1272842,-18.315498,1.8643479,-1
 of,1102.1,1102.28,0.18,0.10962539,0.044596354,-240.81659,155.12944,-27.94866,-14.557141,-11.761754,-14.409793,-21.255413,-4.4949174,-38.723232,-8.81035,7.487231,-9.896539,-3.927595,-1
 the,1102.28,1102.4,0.12,0.109563805,0.049316406,-150.9597,104.61551,-17.897995,12.512905,-11.012353,9.173781,-47.315025,-19.969652,-38.546066,1.519517,1.162742,-24.911335,-7.4249387,-1
 telephone,1102.4,1102.76,0.36,0.108261235,0.135742188,-178.53786,84.56928,-19.26579,4.846363,-11.442191,-9.494866,-19.299189,-3.0772905,-17.361115,-4.3277774,3.9296353,-9.758704,0.16867852,-1
 a,1102.76,1103.06,0.3,0.10169425,0.101269531,-157.53917,115.34862,-16.554022,-29.554071,-32.062973,-8.164602,-13.414342,0.5707884,-19.39299,-7.346143,8.762362,-14.107279,-10.394129,-1
 hundred,1103.06,1103.32,0.26,0.08077447,0.056260851,-202.13719,128.97252,-18.70042,-35.259903,-10.626052,-0.50226563,-24.0629,-1.5049515,-30.816694,-0.74553084,7.872234,-22.028605,-18.549519,-1
 miles,1103.32,1103.82,0.5,0.11739979,0.06942749,-190.0734,120.65265,-27.58526,-31.59986,-29.763638,-10.948074,-19.38422,1.3522167,-38.292236,-4.7115417,-0.95704365,-16.154036,-12.392727,-1
 away,1103.82,1104.34,0.52,0.15291497,0.12321921,-129.7122,80.43626,-1.1039773,0.18612896,-26.917164,4.54015,-20.286951,-7.6572194,-17.327234,-23.043535,-4.076885,-7.3731813,-12.783133,-1
 and,1104.34,1106.38,2.04,0.0501578,0.293754578,-269.60007,16.282064,-15.376955,24.383167,-19.687286,5.3418083,-18.78558,6.6109905,-20.344042,-12.270692,0.22683862,-10.784235,-6.33387,-1
 it,1106.38,1106.88,0.5,0.042299192,0.093353271,-367.11865,83.50891,36.52735,23.06512,0.38856936,-6.8305225,-23.418283,10.237794,-40.799377,-15.433771,-1.6478832,-25.74627,-3.1534023,-1
 was,1106.88,1107.3,0.42,0.031164976,0.195765904,-361.8478,63.111645,21.582335,-21.292353,-4.947549,9.813286,-6.911456,-7.2797346,-16.923542,-9.149583,1.7940018,-12.095668,-12.601412,-1
 horrendous,1107.3,1109.12,1.82,0.03161283,0.168619792,-380.36694,75.53026,6.9354715,6.3511133,-1.7709935,-2.5637515,-14.652428,1.8712345,-12.8807,-5.386424,-2.4589794,-9.044263,-7.579952,-1
 absolutely,1109.12,1109.82,0.7,0.021735607,0.276455966,-310.99332,41.658863,1.8724974,6.792658,-2.0590181,4.770123,-1.8615967,1.49695,-12.462081,-0.6469603,-4.6751094,-7.358649,-7.558925,-1
 horrendous,1109.82,1111.4,1.58,0.026576828,0.167470703,-378.83734,82.44825,-4.742662,20.875029,5.0448446,-4.080914,-15.020012,1.1944133,-14.241746,-10.665697,-2.291684,-13.51163,-5.126423,-1
 and,1111.4,1111.6,0.2,0.040384624,0.143624442,-273.8933,123.26794,6.8348083,-36.113926,9.736167,-2.080936,-3.1289814,-7.329852,-25.245256,0.17451613,-7.4615774,-13.129976,-16.43281,-1
 I,1111.6,1111.74,0.14,0.14002845,0.062695313,-122.02102,160.41309,-32.40043,-62.682842,-3.2977593,-13.920801,-11.75766,6.6402845,-32.479515,12.410967,1.0486425,-17.049372,-15.690966,-1
 wore,1111.74,1111.96,0.22,0.08120562,0.03578404,-272.6747,130.91936,46.493523,13.890562,-46.94241,-19.953562,-27.474041,-3.3862202,-13.32872,-2.388518,-1.9693862,-7.3462873,-7.982322,-1
 that,1111.96,1112.4,0.44,0.12629616,0.087716239,-216.20041,127.763054,-10.643996,-38.551907,-1.6849489,-18.219328,-15.232092,-1.7811432,-16.254538,10.20746,-5.258252,-20.914442,-2.8155735,-1
 device,1112.4,1113.02,0.62,0.07102314,0.107885742,-255.30777,91.37709,13.858713,12.355604,-0.4621602,5.518086,-20.584446,7.5823684,-10.062468,-17.047638,-5.083228,-1.4548806,-6.081575,-1
 this,1113.02,1114.56,1.54,0.01828743,0.349489796,-402.5802,22.644352,18.551916,6.9413033,7.196441,7.2143745,-9.297638,8.359606,-6.3681192,1.5898138,-4.721767,-2.759997,-2.2856567,-1
 is,1114.56,1115.58,1.02,0.00992539,0.389678955,-443.53934,7.618644,32.097748,7.856085,17.498306,5.7527914,-6.719317,5.884202,-2.6904867,3.6164932,-8.194023,-0.38912547,-0.3192352,-1
 going,1115.58,1115.84,0.26,0.0676908,0.067599826,-249.43658,107.77653,-9.264808,12.928979,-0.97598755,21.646505,-27.555592,-10.291809,-21.447947,-12.897938,0.68819356,-4.247744,-11.344422,-1
 to,1115.84,1116.22,0.38,0.047242124,0.102579753,-286.3363,82.502846,8.472941,43.06068,-2.6758852,-4.236047,-7.353733,-3.7664669,-22.596529,-10.314346,-3.362612,-14.603627,-18.77234,-1
 surprise,1116.22,1116.8,0.58,0.03247699,0.162212171,-325.55392,103.0355,25.520607,1.7139264,-4.116308,2.3488483,-0.85336494,1.0670619,-12.851204,-12.955076,-8.197804,-6.304878,-11.870553,-1
 you,1116.8,1117.22,0.42,0.053389054,0.161621094,-255.51053,74.270164,-1.4694071,43.721283,16.038944,-3.5541623,-18.132391,9.285409,-11.630898,-17.942122,-9.451628,-7.459307,-17.807976,-1
 I,1117.22,1117.46,0.24,0.06681116,0.061279297,-245.33188,161.819,10.695272,-40.73271,-32.762413,-18.670668,11.325838,4.616658,-24.076252,-12.142426,-0.60306907,-9.5752945,-7.4121056,-1
 wore,1117.46,1117.66,0.2,0.059418745,0.03187779,-275.94772,137.13281,30.448318,-12.669077,-30.36957,-17.626308,-16.388456,5.5369296,-22.461292,-2.8874414,1.1251687,-13.490605,-1.8892114,-1
 that,1117.66,1117.96,0.3,0.060607888,0.072460938,-247.4438,119.513245,20.74917,-23.24416,-2.801745,-13.512164,-20.155994,0.6170557,-19.126286,8.379933,-0.2278265,-21.007763,-5.0072117,-1
 device,1117.96,1118.44,0.48,0.06311673,0.100585938,-251.45328,120.27247,-22.51073,-8.469455,7.881957,-13.066181,-18.43904,8.792537,-22.01975,-17.085228,-1.7660842,-5.69101,-7.041659,-1
 for,1118.44,1119.7,1.26,0.008962196,0.328930664,-430.07544,30.082998,21.497465,14.884161,10.307003,6.6925383,-3.2511005,3.8750045,-2.6297867,1.1473916,-5.6352205,-1.864591,-3.9850965,-1
10,1119.7,1120,0.3,0.14021794,0.137792969,-115.23863,55.992413,-21.358273,5.7896414,-7.881952,-19.275494,-27.459234,13.633949,-12.147272,-5.0870857,-3.0428507,-4.1912403,1.5416753,-1
12,1120,1120.56,0.56,0.1300741,0.08078342,-194.51271,105.69043,-22.71229,-4.1930065,-15.933201,-10.191033,-13.070647,-7.9339075,-15.559523,-12.746616,9.449027,-13.10222,-8.008902,-1
14,1120.56,1121.88,1.32,0.050597668,0.233933222,-355.33182,64.361786,9.918653,5.766452,-18.836231,-6.1882105,-4.786499,-4.5086274,-10.707176,-10.434917,-2.590931,-7.283143,-8.472555,-1
 hours,1121.88,1122.34,0.46,0.15802296,0.084049479,-159.28114,102.484116,-22.493065,-27.096203,-29.341291,-19.640516,-16.20893,0.64629364,-29.075468,-6.134152,0.33948022,-8.164133,-10.0353365,-1
 every,1122.34,1122.84,0.5,0.093735486,0.095245361,-189.4985,83.95569,-0.70953774,-7.1289186,-3.381017,-9.7823515,-33.60858,2.174208,-23.743183,-9.331565,-5.1637325,-17.29166,-1.2076006,-1
 day,1122.84,1123.32,0.48,0.11416198,0.067565918,-210.07648,72.401886,-3.076065,46.912224,-15.990797,-17.989552,-29.272827,12.452363,-27.435806,-25.127995,8.02292,-16.77456,-11.148693,-1
 for,1123.32,1123.62,0.3,0.082662985,0.153515625,-184.39749,67.94591,13.639505,38.894913,-9.811845,-13.591838,-13.492121,2.571958,-28.440594,-17.148592,6.925967,-15.145403,-11.733145,-1
 the,1123.62,1123.76,0.14,0.11431595,0.036523438,-190.30104,125.019775,-13.709142,4.139603,-0.7630245,-5.289697,-22.540827,-26.43489,-28.891363,0.12299929,5.2692122,-27.014454,-6.7458067,-1
 next,1123.76,1124.2,0.44,0.09075979,0.157331194,-193.45154,54.0052,-19.560904,0.26347977,3.4361207,-17.499401,-30.468534,18.942474,-11.466697,-4.885543,-2.5981116,-12.822372,1.3503304,-1
20,1124.2,1126.04,1.84,0.016312648,0.242953596,-435.22668,44.66521,4.2604623,13.90578,7.6211843,1.8797611,-2.3828328,0.91080976,-1.2745535,1.284156,-0.6897251,-1.9971032,-2.7124093,-1
 years,1126.04,1127.16,1.12,0.041658316,0.118164063,-343.81775,57.363873,21.511152,46.45516,-7.6045246,1.0684887,-22.674828,7.6980963,-19.63953,-16.19328,3.8710284,-22.959974,-5.884785,-1
 Pam,1127.16,1127.6,0.44,0.03688356,0.189453125,-242.60034,84.53536,12.090703,-1.9908079,12.475955,11.509286,-14.620828,1.8620867,-6.77657,4.459483,-3.2363503,-10.872777,-11.128126,-1
20,1127.6,1128.84,1.24,0.029346403,0.185271434,-381.89545,67.83902,-19.531525,6.4295073,4.5859184,1.4158671,-6.5675607,-4.9556417,-5.929747,-0.90180165,-2.0438602,-2.1960933,-5.850243,-1
 years,1128.84,1129.46,0.62,0.08495803,0.133251953,-253.44556,40.665108,10.773626,21.119986,-5.4399786,-5.4353495,-24.525545,13.592296,-26.71109,-12.8937025,3.7857754,-23.240105,-9.042507,-1
 I,1129.46,1129.74,0.28,0.08187928,0.206325955,-139.54071,85.39506,8.313052,-14.907798,-1.3268052,7.915463,-45.51237,-5.9768353,-21.811207,0.42628446,5.888988,-19.617628,-9.355666,-1
 didn't,1129.74,1130.24,0.5,0.0644578,0.072143555,-285.72357,79.963974,19.794155,44.49366,-7.1992097,-2.9823973,-27.58918,12.02455,-25.393715,-19.934746,-0.26250863,-22.409924,-12.941803,-1
 hear,1130.24,1130.48,0.24,0.06648494,0.120056152,-234.37938,64.82244,0.04310417,48.066013,6.760683,-12.202461,-24.847593,9.36483,-15.684954,-7.262429,0.010579109,-13.731619,2.2565238,-1
 myself,1130.48,1130.86,0.38,0.06823642,0.207397461,-206.21242,95.664955,-4.4725547,-20.303682,8.610223,-7.628931,-27.83467,4.6665874,-28.079384,-6.8805556,1.4221836,-4.9508038,-13.220665,-1
 speak,1130.86,1131.52,0.66,0.07283684,0.182198661,-210.52893,57.629818,26.496128,26.457653,-2.7722614,11.239555,-18.978947,-3.10687,-12.5425825,-14.840861,4.1288185,-7.469526,-9.3065,-1
 when,1131.52,1132.28,0.76,0.020091357,0.192647298,-394.78238,69.25192,-9.284301,14.716653,6.5858154,0.45252085,-4.443548,-0.001508315,-9.424592,0.3433031,0.53836554,-3.3878958,-1.0214423,-1
 I,1132.28,1132.48,0.2,0.14703695,0.075265067,-123.830345,138.0298,-47.201023,-40.54731,-9.412247,-18.714783,-10.268067,-1.5658702,-28.33792,3.1916554,-0.2748018,-11.787138,-14.121448,-1
 was,1132.48,1132.7,0.22,0.0852743,0.069545201,-193.9719,124.85408,-8.281435,3.9846718,-25.670742,11.367192,-22.170496,-7.5320196,-33.4609,-16.523466,-1.4219235,-25.528519,-15.650283,-1
 wearing,1132.7,1133.08,0.38,0.14858314,0.067993164,-179.50732,102.20168,-32.530785,13.116893,1.447847,-23.18216,-17.450418,-13.615536,-16.457237,-22.147707,5.577233,-13.926633,-2.5382876,-1
 that,1133.08,1133.42,0.34,0.10121406,0.072043679,-185.44073,89.39711,-8.799276,1.9253936,-1.397652,-28.122637,-37.350433,8.5045185,-31.427021,-7.145213,7.222449,-24.493761,-4.867753,-1
 infernal,1133.42,1134.04,0.62,0.06744929,0.155761719,-225.00932,87.91384,-3.8264794,16.148746,0.45240897,-6.141288,-22.597158,3.497888,-23.14659,-15.253639,6.1042433,-21.551254,-11.079089,-1
 device,1134.04,1134.6,0.56,0.092465654,0.079915365,-198.66241,119.15712,-10.600767,-1.5300628,-0.68204814,-10.721934,-20.508478,0.74603516,-21.241951,-14.948,-5.5825076,-6.8727307,-10.628025,-1
 when,1134.6,1136.1,1.5,0.016614867,0.354087018,-427.1801,25.197222,8.098273,5.103022,8.953472,4.2976027,-1.7635417,3.8880079,-2.0010564,4.6656995,-2.9720197,0.9688903,-2.1204438,-1
 it,1136.1,1136.42,0.32,0.06626388,0.089666193,-263.762,72.94264,16.650055,40.647465,7.7340393,-17.11983,-22.833338,11.067691,-36.104355,-13.170588,-1.9707009,-20.09076,-7.8368535,-1
 brings,1136.42,1136.84,0.42,0.07956953,0.095493862,-283.99045,77.95476,-3.5390372,29.406633,2.3324873,-0.49526507,-19.856327,-1.424753,-18.089819,-19.512257,3.224442,-12.670082,-8.15696,-1
 tears,1136.84,1137.18,0.34,0.07018964,0.242942116,-201.93703,24.217964,16.282637,20.293444,2.9401283,-6.815832,-31.36165,15.36869,-21.121244,-11.652502,-4.404599,-5.6502476,-3.3904862,-1
 to,1137.18,1137.42,0.24,0.08177034,0.127624512,-171.2504,72.51921,19.09405,6.8153543,4.3924303,-4.1480713,-27.435284,-10.784945,-6.590953,-4.855703,-7.2766023,-12.3101635,-0.022341251,-1
 my,1137.42,1137.64,0.22,0.13234659,0.080287388,-195.69676,143.15016,-34.8223,-44.58214,-4.047661,-16.15432,-14.659305,19.611715,-33.523453,-8.589495,9.735655,-6.8581038,-13.250654,-1
 eyes,1137.64,1138.06,0.42,0.12807591,0.110770089,-174.44351,111.594284,-47.5597,-26.030317,17.228207,-16.52754,-28.31553,11.035094,-24.84971,-6.138228,-0.22893251,-8.2115,-12.844834,-1
 now,1138.06,1138.52,0.46,0.13105959,0.090169271,-203.83786,105.824974,5.3643546,-16.525227,-10.623324,-4.1598,-17.11638,3.1598692,-19.255934,-7.158623,-4.649282,-10.994048,-17.122524,-1
 thinking,1138.52,1139.42,0.9,0.040500905,0.187213766,-316.88223,64.698006,-3.1293895,20.162231,-1.9409093,-11.721369,-8.639549,0.23688631,-8.004016,-3.4293833,-7.7617135,-8.196464,-7.5563455,-1
 about,1139.42,1140.16,0.74,0.076319486,0.085591634,-258.60065,114.99314,10.127154,14.90981,-18.298525,-15.909703,1.4566754,-2.9567728,-23.258375,-6.351068,1.6325312,-5.279818,-15.014191,-1
 it,1140.16,1140.54,0.38,0.08466705,0.096232096,-214.91982,109.13691,-2.960308,24.687912,-22.613403,-13.15281,-5.9936905,6.793485,-25.88885,-16.170824,-3.7316532,-2.7074707,-13.152719,-1
 because,1140.54,1140.84,0.3,0.0731811,0.102099609,-259.4743,117.610886,-18.835821,32.02038,-1.0538698,-7.6759872,-20.50264,-12.741212,-13.701958,-17.738281,-0.29311115,-5.2801895,-6.2730646,-1
 I,1140.84,1141.12,0.28,0.110483505,0.123969184,-126.03638,124.32117,-19.727757,-43.057472,9.008707,0.22607225,-18.414127,6.847267,-29.32268,13.221645,8.844874,-8.898458,-17.065907,-1
 had,1141.12,1141.36,0.24,0.08473624,0.122314453,-127.744644,99.22852,-38.078087,-20.188856,6.3041677,-13.962596,-16.37458,6.0783978,-10.825821,7.633071,-3.2951934,-17.296986,-10.166947,-1
 headaches,1141.36,1141.8,0.44,0.118267074,0.08984375,-151.74568,63.056232,-6.086961,32.069866,-1.6216648,-21.971117,-43.281563,24.615263,-25.186384,-6.767283,-0.2654411,-13.150687,-3.3461623,-1
 I,1141.8,1142.52,0.72,0.049327523,0.277386209,-254.47707,41.750637,-34.619747,-14.182645,1.2697685,-5.6128263,-15.478635,13.006605,-11.830557,3.5493734,-3.890033,-10.884789,-3.8865526,-1
 had,1142.52,1142.78,0.26,0.094359145,0.107150608,-128.7394,95.09296,-52.240227,5.780852,-10.644435,-12.228434,-26.019955,11.2475815,-8.064505,-1.671987,-3.162958,-21.105597,2.9078248,-1
 ear,1142.78,1143.4,0.62,0.11913903,0.126098633,-248.18564,46.22135,7.624833,23.538609,-3.462192,-36.558144,-19.051538,3.3254192,-36.81834,-4.6052084,-2.1487193,-14.402127,-7.3692675,-1
 infections,1143.4,1144.06,0.66,0.08612212,0.204334077,-163.81247,43.091522,-24.889477,19.372686,-2.0953975,-24.391483,-25.409159,-1.5773329,-14.632874,-9.487574,-3.4559686,-13.605327,-2.3198533,-1
 oh,1144.06,1146.86,2.8,0.023624815,0.267051003,-430.4806,43.63699,1.8756173,4.9704266,-2.5099132,4.3738256,-3.2919471,0.4182989,-5.3930197,1.0283464,-1.6582264,-6.5124936,-3.5764792,-1
 it,1146.86,1147.16,0.3,0.0586178,0.061083984,-213.13948,114.81319,-7.580554,26.962597,-10.369653,-16.716846,-27.095356,4.5078826,-23.91391,-15.924379,1.2348492,-15.884819,-5.348694,-1
 was,1147.16,1147.48,0.32,0.046360005,0.149502841,-357.27255,103.18631,36.04391,-20.536661,-23.834675,10.241518,1.3179703,-5.274038,-7.9719586,-2.4455214,-10.132386,-0.58089453,-10.026691,-1
 a,1147.48,1147.64,0.16,0.07219761,0.073160807,-217.52852,109.25669,2.147658,13.051951,2.901744,7.1562505,-5.709289,-15.925067,-32.90543,-10.951274,10.853081,-15.034782,-15.313561,-1
 monstrosity,1147.64,1148.5,0.86,0.047550116,0.190646701,-273.60193,79.99934,27.671774,13.560691,-12.883418,1.3827522,-7.134235,2.0176573,-17.910555,-9.720506,-7.029902,-6.279835,-13.127812,-1
 but,1148.5,1149.14,0.64,0.058526613,0.200823103,-278.37344,64.007866,7.051687,11.980724,-1.6676532,1.005799,-2.2515063,6.7580914,-12.0378895,-2.188764,3.4771104,-7.4644065,-6.8131976,-1
 you're,1149.14,1150.48,1.34,0.034090262,0.247581845,-397.0729,28.37115,8.929731,17.092466,-0.44550824,3.6372929,-3.3198235,0.8860115,-5.276963,-5.8608775,-2.941764,-2.363695,-5.781072,-1
 gonna,1150.48,1150.62,0.14,0.13465698,0.08671875,-93.99547,106.93486,-31.389074,-22.361689,-23.27568,-2.8887947,-17.294672,4.1220045,-35.474697,-7.127889,8.665152,-3.1228058,-6.4607744,-1
 ask,1150.62,1151.26,0.64,0.08764049,0.205357143,-251.8554,81.91508,-20.77432,-42.30524,-18.82219,8.902088,-2.6645987,16.08782,-18.390661,3.4484065,-4.229161,-2.6063807,-9.578232,-1
 me,1151.26,1151.48,0.22,0.028067568,0.130440848,-286.11566,37.672115,1.8788234,75.45112,10.25058,14.046693,-7.947132,-9.881131,-11.4591675,-15.959613,4.106579,-10.886065,-22.533998,-1
 why,1151.48,1151.88,0.4,0.11180859,0.071890024,-224.74562,129.58195,-15.479817,-6.545802,-37.18728,-17.815344,-8.636624,2.7466154,-15.131858,-13.459045,-2.4017806,-11.940502,-16.13137,-1
 did,1151.88,1152.1,0.22,0.09215019,0.045061384,-200.27368,66.74624,-0.37185246,39.37179,-13.582656,-13.910201,-41.562115,6.8170247,-16.54696,-36.464546,-2.360933,-11.63456,-14.819509,-1
 I,1152.1,1152.28,0.18,0.13013281,0.067057292,-163.7923,114.800545,-58.39356,-15.476737,-21.484444,-15.51638,-43.481277,0.20569547,-19.662947,4.513725,6.7779675,-19.542223,-9.349199,-1
 persevere,1152.28,1152.98,0.7,0.07392049,0.141224254,-211.01813,79.27989,-16.02186,13.637859,4.265655,-3.6876955,-28.694466,-7.0430784,-13.760415,-7.310222,-1.5086308,-15.238178,-12.053052,-1
 are,1152.98,1154.62,1.64,0.032205094,0.212543194,-436.00745,80.17266,-6.2284393,-4.7197537,-5.3817387,-0.643772,-1.8410181,1.9652926,-6.405602,4.853322,-1.5841935,-0.053438883,-3.7607052,-1
 you,1154.62,1154.84,0.22,0.12360306,0.145507813,-136.45787,84.91621,-55.20346,10.769257,-18.929476,17.689371,-21.936657,-12.315872,-12.214995,-32.54908,2.4672942,9.293428,-16.647293,-1
 going,1154.84,1155.08,0.24,0.12354539,0.050109863,-180.90771,108.33879,-28.306995,7.1787863,-18.70305,3.8654962,-25.747074,-19.870451,-24.818094,-20.020077,2.1692796,-2.3398542,-22.43041,-1
 to,1155.08,1155.24,0.16,0.053205293,0.061523438,-180.16658,95.70194,-22.879522,26.97349,-6.3390293,0.41589856,-29.529966,-7.2801147,-17.625055,-8.704919,-3.527317,-13.674083,-14.672066,-1
 ask,1155.24,1155.52,0.28,0.12365641,0.132161458,-184.79498,123.8088,-14.777769,-55.82614,-19.46893,3.9127223,-8.464701,21.110064,-26.202417,-4.382359,3.9357562,0.056011572,-8.607793,-1
 me,1155.52,1155.7,0.18,0.026744014,0.102864583,-282.4836,61.31158,14.585664,49.16591,7.794506,14.883639,-4.25999,-1.7015272,-3.9294538,-21.491808,-4.880176,1.9838367,-16.157267,-1
 that,1155.7,1156.02,0.32,0.099621415,0.124156605,-186.68921,103.391975,-44.014893,-12.072122,-12.5780525,-8.168151,-43.120415,7.4880085,-15.353226,1.4780297,0.25750542,-20.692339,-8.993948,-1
 well,1156.02,1157.2,1.18,0.096875265,0.354597762,-153.11404,-13.870676,-38.7099,19.243597,-25.161282,3.9110758,-12.350558,-9.507523,8.122122,-27.881104,-12.792905,-1.3075832,-8.801122,-1
 actually,1157.2,1157.62,0.42,0.13506396,0.309291295,-82.21049,-25.927633,-26.144196,-13.315925,-43.919212,9.002073,-20.206448,4.876809,-3.9532478,-8.2673,-20.806417,-12.925364,-1.4187486,-1
 my,1157.62,1157.94,0.32,0.070340194,0.161354759,-164.76671,10.032271,-44.831383,17.022081,-33.553757,-6.8753285,-13.983124,-18.89962,-9.538154,-19.380713,-1.803688,-11.092641,-2.4315712,-1
 first,1157.94,1158.28,0.34,0.048186876,0.266113281,-191.54799,8.774624,-31.228699,-1.4343492,-23.017778,-8.747097,-37.51096,-11.174505,4.364599,-8.058756,-7.650383,-12.461039,-7.4491854,-1
 question,1158.28,1158.76,0.48,0.043438043,0.38760376,-201.29778,-10.05953,-9.11717,2.4246197,-29.56989,4.8489375,-26.535046,0.72793674,1.577013,-0.6504502,-2.0392213,-7.6285496,-7.3812494,-1
 was,1158.76,1159.12,0.36,0.05395296,0.152058919,-194.08287,24.716087,-20.509403,14.944829,-40.26094,5.173404,-29.714743,-7.8559623,-10.058892,-5.262196,4.0438495,-12.959121,4.504289,-1
 how,1159.12,1159.48,0.36,0.040903054,0.364339193,-186.50153,-16.976027,-33.93665,11.415665,-23.641054,11.827699,-8.045194,-1.7434183,0.15738678,-9.859439,-12.354817,-4.7081547,0.60476905,-1
 much,1159.48,1159.78,0.3,0.041342102,0.192822266,-225.30708,-0.9550384,-18.796007,-6.350924,-39.00804,0.8320651,-19.855177,4.1768384,-16.191074,-15.001729,-16.867737,-16.187733,-0.6616341,-1
 would,1159.78,1160.02,0.24,0.029667482,0.210144043,-252.66882,-7.6650343,-15.01967,21.817627,-30.484663,-8.820524,-12.106424,-9.596202,-6.4948425,-11.725212,-4.8261786,-10.9524145,-4.333333,-1
 you,1160.02,1160.18,0.16,0.02715096,0.282063802,-250.78114,-39.01074,-3.8007412,61.371258,-29.998415,-0.1549638,-11.524945,-2.7555497,-15.42202,-22.028017,-11.856342,-8.955114,-12.12757,-1
 estimate,1160.18,1160.86,0.68,0.036764566,0.450261896,-261.4905,-42.028942,-25.090395,14.536915,-17.057396,-14.813491,-8.766033,2.7792525,-0.60732526,-3.3449495,-7.8989625,-2.5232255,-2.6458313,-1
 that,1161.9,1162.6,0.7000625,0.030294709,0.350563743,-292.70703,-32.577484,-26.93113,58.990902,-33.00053,-8.434058,-13.04585,-0.5430765,-6.5697465,-19.187449,-5.507845,-5.559055,0.21991354,-1
